	Property Name	Property Location	Price	Property Info	Bedroom	Bathroom	Car Porch
702	South Brooks, Desa ParkCity	Desa ParkCity, Kuala Lumpur	RM 830,000(RM 829.17 per sq. ft.)	Condominium | Intermediate  •  Built-up : 1,001 sq. ft.  •  Partly furnished	2	2	2
703	Duta Suria Ampang 3.5s Corner Semi D, Ampang Hilir	Ampang Hilir, Kuala Lumpur	RM 3,098,000(RM 362.47 per sq. ft.)	Semi-detached House | Corner lot  •  Built-up : 8,547 sq. ft.	7	8	3
704	DAMANSARA HEIGHTS, BUKIT DAMANSARA, TTDI, Damansara Heights	Damansara Heights, Kuala Lumpur	RM 8,500,000(RM 1062.5 per sq. ft.)	Bungalow | Corner lot  •  Built-up : 8,000 sq. ft.  •  Partly furnished	6+1	7	6
705	The Estate, Kampung Kerinchi (Bangsar South)	Kampung Kerinchi (Bangsar South), Kuala Lumpur	RM 2,200,000(RM 701.75 per sq. ft.)	Condominium | Corner lot  •  Built-up : 3,135 sq. ft.  •  Partly furnished	5+1	5	4
706	Country Heights Damansara	Country Heights Damansara, Kuala Lumpur	RM 13,800,000(RM 1150 per sq. ft.)	Bungalow  •  Built-up : 12,000 sq. ft.  •  Partly furnished	6+2	10	10
707	The Estate, Kampung Kerinchi (Bangsar South)	Kampung Kerinchi (Bangsar South), Kuala Lumpur	RM 1,950,000(RM 774.12 per sq. ft.)	Condominium | Corner lot  •  Built-up : 2,519 sq. ft.  •  Partly furnished	4+1	5	4
708	Country Heights Damansara	Country Heights Damansara, Kuala Lumpur	RM 15,000,000(RM 1250 per sq. ft.)	Bungalow  •  Built-up : 12,000 sq. ft.  •  Partly furnished	5+2	7	8
709	Setiabakti, Bukit Damansara, KL, Damansara Heights	Damansara Heights, Kuala Lumpur	RM 5,300,000(RM 1177.78 per sq. ft.)	Bungalow  •  Built-up : 4,500 sq. ft.	5+1	5	4
710	The Estate, Kampung Kerinchi (Bangsar South)	Kampung Kerinchi (Bangsar South), Kuala Lumpur	RM 2,300,000(RM 734.36 per sq. ft.)	Condominium | Corner lot  •  Built-up : 3,132 sq. ft.  •  Partly furnished	5+1	6	4
711	Setiakasih (Guarded), Bukit Damansara, KL, Damansara Heights	Damansara Heights, Kuala Lumpur	RM 7,800,000(RM 1560 per sq. ft.)	Bungalow | Corner lot  •  Built-up : 5,000 sq. ft.  •  Partly furnished	7	5	6
712	The Ara Bangsar,Bangsar, Bangsar	Bangsar, Kuala Lumpur	RM 5,500,000(RM 819.67 per sq. ft.)	Bungalow | Corner lot  •  Built-up : 6,710 sq. ft.  •  Partly furnished	5	5	4
713	EkoCheras, Cheras	Cheras, Kuala Lumpur	RM 499,000(RM 654.86 per sq. ft.)	Serviced Residence  •  Built-up : 762 sq. ft.	1	2	1
714	Gateway Kiaramas, Mont Kiara	Mont Kiara, Kuala Lumpur	RM 610,000(RM 821 per sq. ft.)	Serviced Residence | Intermediate  •  Built-up : 743 sq. ft.  •  Fully furnished	1	1	1
715	Bukit Tunku, Bukit Tunku (Kenny Hills)	Bukit Tunku (Kenny Hills), Kuala Lumpur	RM 18,000,000(RM 1714.29 per sq. ft.)	Bungalow  •  Built-up : 10,500 sq. ft.  •  Fully furnished	5+2	6	6
716	Tiara Setiawangsa, Kuala Lumpur, Setiawangsa	Setiawangsa, Kuala Lumpur	RM 1,190,000(RM 457.69 per sq. ft.)	2-sty Terrace/Link House  •  Built-up : 2,600 sq. ft.	4	3	None
717	Vista Tasik, Bandar Sri Permasuri, Cheras	Cheras, Kuala Lumpur	RM 488,000(RM 504.13 per sq. ft.)	Condominium  •  Built-up : 968 sq. ft.	3	2	1
718	Bukit Jallil Golf &amp; Country Resort Bungalow, Bukit Jalil	Bukit Jalil, Kuala Lumpur	RM 3,990,000(RM 886.67 per sq. ft.)	Bungalow | Intermediate  •  Built-up : 4,500 sq. ft.  •  Partly furnished	5	5	4
719	Taman Yulek, Cheras	Cheras, Kuala Lumpur	RM 11,000,000(RM 22000000 per acre)	Residential Land  •  Land area : 0.5 acres	None	None	None
720	Taman Taynton View Cheras 1s, Cheras	Cheras, Kuala Lumpur	RM 575,000(RM 359.38 per sq. ft.)	1-sty Terrace/Link House | Intermediate  •  Built-up : 1,600 sq. ft.	4	2	2
721	Happy Garden OUG, Kuchai Lama	Kuchai Lama, Kuala Lumpur	RM 1,230,000(RM 534.78 per sq. ft.)	2-sty Terrace/Link House | Intermediate  •  Built-up : 2,300 sq. ft.	3	3	2
722	Parkhill Residence, Bukit Jalil	Bukit Jalil, Kuala Lumpur	RM 570,000(RM 518.18 per sq. ft.)	Condominium | Intermediate  •  Built-up : 1,100 sq. ft.  •  Fully furnished	3	2	2
723	Bukit Tunku, Kenny Hills, Bukit Tunku (Kenny Hills)	Bukit Tunku (Kenny Hills), Kuala Lumpur	RM 16,800,000(RM 16800 per sq. ft.)	Bungalow  •  Built-up : 1,000 sq. ft.	1	1	10
724	Setiawangsa, Wangsa Maju, Setapak, Setiawangsa	Setiawangsa, Kuala Lumpur	RM 133,000,000(RM 2396396.4 per acre)	Residential Land  •  Land area : 55.5 acres	None	None	None
725	Pavilion Suites, Bukit Bintang	Bukit Bintang, Kuala Lumpur	RM 2,000,000(RM 2785.52 per sq. ft.)	Condominium | Intermediate  •  Built-up : 718 sq. ft.  •  Fully furnished	1	1	1
726	Kenny hills, Bukit Tunku (Kenny Hills)	Bukit Tunku (Kenny Hills), Kuala Lumpur	RM 14,500,000(RM 2900 per sq. ft.)	Bungalow  •  Built-up : 5,000 sq. ft.  •  Partly furnished	5+1	5	7
727	Kenny Hills, Bukit Tunku (Kenny Hills)	Bukit Tunku (Kenny Hills), Kuala Lumpur	RM 45,000,000(RM 1709.14 per sq. ft.)	Bungalow | Corner lot  •  Built-up : 26,329 sq. ft.	8+5	11	15
728	Taman Midah, Cheras	Cheras, Kuala Lumpur	RM 645,000(RM 418.83 per sq. ft.)	1-sty Terrace/Link House | Intermediate  •  Built-up : 1,540 sq. ft.  •  Unfurnished	3+1	2	2
729	GenKL, Kuchai Lama	Kuchai Lama, Kuala Lumpur	RM 1,071,000(RM 690.52 per sq. ft.)	Condominium | Corner lot  •  Built-up : 1,551 sq. ft.  •  Partly furnished	3+1	3	2
730	Bukit Tunku (Kenny Hills)	Bukit Tunku (Kenny Hills), Kuala Lumpur	RM 18,000,000(RM 1028.57 per sq. ft.)	Bungalow  •  Built-up : 17,500 sq. ft.	6+1	8	12
731	Bukit Tunku, Bukit Tunku (Kenny Hills)	Bukit Tunku (Kenny Hills), Kuala Lumpur	RM 8,500,000(RM 2125 per sq. ft.)	Bungalow  •  Built-up : 4,000 sq. ft.	4+1	4	4
732	Kenny Hills , Bukit Tunku (Kenny Hills)	Bukit Tunku (Kenny Hills), Kuala Lumpur	RM 7,500,000(RM 2500 per sq. ft.)	Bungalow  •  Built-up : 3,000 sq. ft.	1	1	10
733	Damansara Heights	Damansara Heights, Kuala Lumpur	RM 13,000,000(RM 896.55 per sq. ft.)	Bungalow  •  Built-up : 14,500 sq. ft.	6+1	9	None
734	Damansara Heights	Damansara Heights, Kuala Lumpur	RM 7,000,000(RM 823.53 per sq. ft.)	Bungalow  •  Built-up : 8,500 sq. ft.  •  Partly furnished	6+1	7	None
735	Bukit Damansara, Damansara Heights	Damansara Heights, Kuala Lumpur	RM 6,300,000(RM 1800 per sq. ft.)	Bungalow | Intermediate  •  Built-up : 3,500 sq. ft.  •  Unfurnished	4+1	4	3
736	Kenny Hills, Bukit Tunku (Kenny Hills)	Bukit Tunku (Kenny Hills), Kuala Lumpur	RM 6,800,000(RM 1360 per sq. ft.)	Bungalow | Intermediate  •  Built-up : 5,000 sq. ft.  •  Unfurnished	4+1	5	5
737	Kenny Hills, Bukit Tunku (Kenny Hills)	Bukit Tunku (Kenny Hills), Kuala Lumpur	RM 6,800,000(RM 1360 per sq. ft.)	Bungalow | Intermediate  •  Built-up : 5,000 sq. ft.  •  Unfurnished	4+1	5	5
738	Casaman, Desa ParkCity, ParkCity Heights, Desa ParkCity	Desa ParkCity, Kuala Lumpur	RM 4,250,000(RM 780.1 per sq. ft.)	3-sty Terrace/Link House | Intermediate  •  Built-up : 5,448 sq. ft.  •  Partly furnished	5+1	6	4
739	The Link 2 Residences, Bukit Jalil	Bukit Jalil, Kuala Lumpur	RM 530,000(RM 794.6 per sq. ft.)	Serviced Residence  •  Built-up : 667 sq. ft.	2	1	1
740	Damansara Heights	Damansara Heights, Kuala Lumpur	RM 6,500,000(RM 1300 per sq. ft.)	Bungalow | Intermediate  •  Built-up : 5,000 sq. ft.  •  Partly furnished	5+1	6	6
741	Segar Courts, Taman Segar, Cheras	Cheras, Kuala Lumpur	RM 460,000(RM 460 per sq. ft.)	Condominium | Corner lot  •  Built-up : 1,000 sq. ft.	3	2	2
742	Setiakasih Bukit Damansara, Damansara Heights	Damansara Heights, Kuala Lumpur	RM 4,250,000(RM 1062.5 per sq. ft.)	Semi-detached House | Intermediate  •  Built-up : 4,000 sq. ft.  •  Partly furnished	5+1	6	2
743	Taman Duta	Taman Duta, Kuala Lumpur	RM 22,000,000(RM 1760 per sq. ft.)	Bungalow  •  Built-up : 12,500 sq. ft.  •  Partly furnished	5+1	6	None
744	Damansara Heights	Damansara Heights, Kuala Lumpur	RM 9,500,000(RM 1250 per sq. ft.)	Bungalow | Corner lot  •  Built-up : 7,600 sq. ft.  •  Partly furnished	7+1	9	3
745	 TTDI Persiaran Zaaba, Taman Tun Dr Ismail	Taman Tun Dr Ismail, Kuala Lumpur	RM 1,350,000(RM 613.64 per sq. ft.)	2-sty Terrace/Link House | Intermediate  •  Built-up : 2,200 sq. ft.  •  Partly furnished	5	3	None
746	Bayu Sri Bintang,Sri Bintang,Kepong, Kepong	Kepong, Kuala Lumpur	RM 2,900,000(RM 690.48 per sq. ft.)	Semi-detached House  •  Built-up : 4,200 sq. ft.  •  Partly furnished	5+1	6	None
747	Lucky Garden,Bangsar,Jalan Tempinis 1, Bangsar	Bangsar, Kuala Lumpur	RM 4,000,000(RM 888.89 per sq. ft.)	Semi-detached House  •  Built-up : 4,500 sq. ft.  •  Partly furnished	4+2	4	3
748	The Horizon Residence, KL City	KL City, Kuala Lumpur	RM 2,180,000(RM 1523.41 per sq. ft.)	Serviced Residence | Corner lot  •  Built-up : 1,431 sq. ft.  •  Partly furnished	3	2	2
749	The Westside One, Desa ParkCity	Desa ParkCity, Kuala Lumpur	RM 980,000(RM 711.18 per sq. ft.)	Condominium | Intermediate  •  Built-up : 1,378 sq. ft.  •  Partly furnished	2	3	2
750	Bukit Tunku, Bukit Tunku (Kenny Hills)	Bukit Tunku (Kenny Hills), Kuala Lumpur	RM 22,500,000(RM 2142.86 per sq. ft.)	Bungalow  •  Built-up : 10,500 sq. ft.  •  Partly furnished	5+3	6	8
751	TAMAN SRI BAHTERA, Cheras	Cheras, Kuala Lumpur	RM 720,000(RM 360 per sq. ft.)	2-sty Terrace/Link House | Intermediate  •  Built-up : 2,000 sq. ft.  •  Partly furnished	4	3	2
752	Twy Duplex Condos, Mont Kiara	Mont Kiara, Kuala Lumpur	RM 628,000(RM 948.64 per sq. ft.)	Condominium  •  Built-up : 662 sq. ft.	1	1	1
753	Bukit Jallil Golf &amp; Country Resort Bungalow, Bukit Jalil	Bukit Jalil, Kuala Lumpur	RM 3,990,000(RM 886.67 per sq. ft.)	Bungalow | Intermediate  •  Built-up : 4,500 sq. ft.  •  Partly furnished	5	5	4
754	Masera Bukit Segar, Cheras	Cheras, Kuala Lumpur	RM 13,800,000(RM 1380 per sq. ft.)	Bungalow | Corner lot  •  Built-up : 10,000 sq. ft.  •  Partly furnished	9	9	8
755	Masera Bukit Segar, Cheras	Cheras, Kuala Lumpur	RM 9,800,000(RM 980 per sq. ft.)	Bungalow | Corner lot  •  Built-up : 10,000 sq. ft.  •  Partly furnished	8	8	10
756	damansara heights, Bangsar	Bangsar, Kuala Lumpur	RM 3,850,000(RM 962.5 per sq. ft.)	3-sty Terrace/Link House | End lot  •  Built-up : 4,000 sq. ft.  •  Partly furnished	6	6	4
757	damansara heights, Bangsar	Bangsar, Kuala Lumpur	RM 3,850,000(RM 962.5 per sq. ft.)	3-sty Terrace/Link House | End lot  •  Built-up : 4,000 sq. ft.  •  Partly furnished	6	6	4
758	Bukit Segar 3s Semi-D 4047sf Land, Cheras	Cheras, Kuala Lumpur	RM 2,850,000(RM 712.5 per sq. ft.)	3-sty Terrace/Link House | Corner lot  •  Built-up : 4,000 sq. ft.  •  Unfurnished	6	4	4
759	TAMAN BUKIT SEGAR, Cheras	Cheras, Kuala Lumpur	RM 699,000(RM 268.85 per sq. ft.)	2-sty Terrace/Link House | Intermediate  •  Built-up : 2,600 sq. ft.  •  Partly furnished	4	3	2
760	DAMAI PERDANA D'EXOTICA, Cheras	Cheras, Kuala Lumpur	RM 1,380,000(RM 511.11 per sq. ft.)	2-sty Terrace/Link House | Corner lot  •  Built-up : 2,700 sq. ft.  •  Unfurnished	4	4	5
761	Setia Sky Seputeh, Seputeh	Seputeh, Kuala Lumpur	RM 2,100,000(RM 882.72 per sq. ft.)	Condominium  •  Built-up : 2,379 sq. ft.  •  Partly furnished	3+1	4	3
762	Tijani 2 North, Bukit Tunku (Kenny Hills)	Bukit Tunku (Kenny Hills), Kuala Lumpur	RM 2,899,000(RM 985.05 per sq. ft.)	Condominium  •  Built-up : 2,943 sq. ft.  •  Partly furnished	3+1	4	3
763	Lexa Residence @ The Quartz WM, Wangsa Maju	Wangsa Maju, Kuala Lumpur	RM 560,000(RM 639.27 per sq. ft.)	Serviced Residence  •  Built-up : 876 sq. ft.  •  Partly furnished	4	2	2
764	SEGAR PERDANA , Cheras	Cheras, Kuala Lumpur	RM 780,000(RM 375 per sq. ft.)	2-sty Terrace/Link House | Intermediate  •  Built-up : 2,080 sq. ft.  •  Partly furnished	4	3	2
765	Sri Petaling	Sri Petaling, Kuala Lumpur	RM 1,228,000(RM 352.06 per sq. ft.)	3-sty Terrace/Link House | Intermediate  •  Built-up : 3,488 sq. ft.  •  Unfurnished	5+1	6	2
766	The Park Sky Residence, Bukit Jalil	Bukit Jalil, Kuala Lumpur	RM 750,000(RM 0.86 per sq. ft.)	Serviced Residence | Corner lot  •  Built-up : 868,000 sq. ft.  •  Partly furnished	2	2	1
767	The Reach @ Titiwangsa, Setapak	Setapak, Kuala Lumpur	RM 840,000(RM 614.04 per sq. ft.)	Condominium  •  Built-up : 1,368 sq. ft.  •  Unfurnished	3	3	3
768	The Park 2, Bukit Jalil	Bukit Jalil, Kuala Lumpur	RM 750,000(RM 1000 per sq. ft.)	Serviced Residence | Corner lot  •  Built-up : 750 sq. ft.  •  Partly furnished	2	2	1
769	Country Heights Damansara,Kuala Lumpur, Country Heights Damansara	Country Heights Damansara, Kuala Lumpur	RM 13,800,000(RM 1380 per sq. ft.)	Bungalow  •  Built-up : 10,000 sq. ft.  •  Partly furnished	6+1	10	None
770	The Park Sky Residence, Bukit Jalil	Bukit Jalil, Kuala Lumpur	RM 1,350,000(RM 862.62 per sq. ft.)	Serviced Residence | Corner lot  •  Built-up : 1,565 sq. ft.  •  Partly furnished	3+1	3	2
771	The Park Sky Residence, Bukit Jalil	Bukit Jalil, Kuala Lumpur	RM 1,030,000(RM 933.82 per sq. ft.)	Serviced Residence | Corner lot  •  Built-up : 1,103 sq. ft.  •  Partly furnished	3	2	2
772	Scenaria @ North Kiara Hills, Taman Sri Sinar, Segambut	Segambut, Kuala Lumpur	RM 760,000(RM 650.68 per sq. ft.)	Condominium  •  Built-up : 1,168 sq. ft.  •  Unfurnished	3	3	1
773	 Serene Kiara, Sri Hartamas	Sri Hartamas, Kuala Lumpur	RM 2,800,000(RM 700 per sq. ft.)	Semi-detached House | Intermediate  •  Built-up : 4,000 sq. ft.  •  Partly furnished	4+1	6	3
774	Verve Suites, Mont Kiara	Mont Kiara, Kuala Lumpur	RM 600,000(RM 923.08 per sq. ft.)	Serviced Residence  •  Built-up : 650 sq. ft.  •  Fully furnished	1	1	1
775	Bukit Damansara, Damansara Heights	Damansara Heights, Kuala Lumpur	RM 6,800,000(RM 1133.33 per sq. ft.)	Bungalow  •  Built-up : 6,000 sq. ft.  •  Partly furnished	4+1	5	3
776	South Brooks, Desa ParkCity	Desa ParkCity, Kuala Lumpur	RM 1,300,000(RM 846.91 per sq. ft.)	Condominium  •  Built-up : 1,535 sq. ft.  •  Partly furnished	3	2	2
777	Amelia Garden Homes, Desa ParkCity	Desa ParkCity, Kuala Lumpur	RM 2,430,000(RM 923.95 per sq. ft.)	2-sty Terrace/Link House  •  Built-up : 2,630 sq. ft.	3+1	4	None
778	South Brooks, Desa ParkCity	Desa ParkCity, Kuala Lumpur	RM 730,000(RM 833.33 per sq. ft.)	Condominium  •  Built-up : 876 sq. ft.  •  Partly furnished	2	2	2
779	South Brooks, Desa ParkCity	Desa ParkCity, Kuala Lumpur	RM 910,000(RM 832.57 per sq. ft.)	Condominium  •  Built-up : 1,093 sq. ft.  •  Partly furnished	2	2	2
780	One Central Park, Desa Parkcity, Desa ParkCity	Desa ParkCity, Kuala Lumpur	RM 1,380,000(RM 1059.09 per sq. ft.)	Condominium  •  Built-up : 1,303 sq. ft.  •  Fully furnished	2	2	2
781	Le Yuan Residence, Happy Garden, Jalan Klang Lama (Old Klang Road)	Jalan Klang Lama (Old Klang Road), Kuala Lumpur	RM 828,000(RM 484.21 per sq. ft.)	Condominium | Intermediate  •  Built-up : 1,710 sq. ft.	3+2	4	2
782	Old Klang Road, Taman Desa	Taman Desa, Kuala Lumpur	RM 2,350,000(RM 783.33 per sq. ft.)	Semi-detached House | Intermediate  •  Built-up : 3,000 sq. ft.  •  Partly furnished	5	3	None
783	Bukit Kiara Residence,, Sri Hartamas	Sri Hartamas, Kuala Lumpur	RM 2,800,000(RM 700 per sq. ft.)	Semi-detached House | Corner lot  •  Built-up : 4,000 sq. ft.  •  Partly furnished	4+1	5	2
784	Bukit Damansara, Damansara Heights	Damansara Heights, Kuala Lumpur	RM 9,800,000(RM 1088.89 per sq. ft.)	Bungalow | Intermediate  •  Built-up : 9,000 sq. ft.  •  Fully furnished	7+1	9	6
785	South Brooks, Desa ParkCity	Desa ParkCity, Kuala Lumpur	RM 730,000(RM 833.33 per sq. ft.)	Condominium  •  Built-up : 876 sq. ft.  •  Partly furnished	2	2	2
786	South Brooks, Desa ParkCity	Desa ParkCity, Kuala Lumpur	RM 900,000(RM 701.48 per sq. ft.)	Condominium  •  Built-up : 1,283 sq. ft.  •  Partly furnished	3	2	2
787	Suria Stonor, KLCC	KLCC, Kuala Lumpur	RM 2,350,000(RM 712.12 per sq. ft.)	Serviced Residence | Corner lot  •  Built-up : 3,300 sq. ft.  •  Partly furnished	4	5	3
788	Aria, KLCC	KLCC, Kuala Lumpur	RM 1,950,000(RM 1298.27 per sq. ft.)	Serviced Residence | Corner lot  •  Built-up : 1,502 sq. ft.  •  Fully furnished	3	2	2
789	Setia Sky Seputeh, Seputeh	Seputeh, Kuala Lumpur	RM 2,400,000(RM 895.52 per sq. ft.)	Condominium | Corner lot  •  Built-up : 2,680 sq. ft.  •  Partly furnished	4+1	5	3
790	Country Heights Damansara	Country Heights Damansara, Kuala Lumpur	RM 6,660,000(RM 370 per sq. ft.)	Bungalow Land  •  Land area : 18,000 sq. ft.	None	None	None
791	Riana Green East, Wangsa Maju	Wangsa Maju, Kuala Lumpur	RM 965,000(RM 527.9 per sq. ft.)	Condominium  •  Built-up : 1,828 sq. ft.  •  Fully furnished	3+1	3	2
792	Ttdi hills Taman Tun Dr Ismail, Damansara	Damansara, Kuala Lumpur	RM 7,000,000(RM 1383.95 per sq. ft.)	Bungalow  •  Built-up : 5,058 sq. ft.	6	8	None
793	Westside Three, Desa ParkCity	Desa ParkCity, Kuala Lumpur	RM 1,350,000(RM 882.35 per sq. ft.)	Condominium | Corner lot  •  Built-up : 1,530 sq. ft.  •  Fully furnished	3+1	4	2
794	Country Heights Damansara	Country Heights Damansara, Kuala Lumpur	RM 3,800,000(RM 351.85 per sq. ft.)	Bungalow Land  •  Land area : 10,800 sq. ft.	None	None	None
795	The Leafz @ Dedaun, Salak Selatan	Salak Selatan, Kuala Lumpur	RM 550,000(RM 536.59 per sq. ft.)	Serviced Residence  •  Built-up : 1,025 sq. ft.  •  Fully furnished	2+1	2	2
796	Taman Melawati , Taman Melawati	Taman Melawati, Kuala Lumpur	RM 2,000,000(RM 400 per sq. ft.)	Semi-detached House  •  Built-up : 5,000 sq. ft.  •  Partly furnished	6+1	8	None
797	Le Yuan Residence, Happy Garden, Jalan Klang Lama (Old Klang Road)	Jalan Klang Lama (Old Klang Road), Kuala Lumpur	RM 820,000(RM 493.08 per sq. ft.)	Condominium | Corner lot  •  Built-up : 1,663 sq. ft.  •  Partly furnished	3+1	4	2
798	Le Yuan Residence, Happy Garden, Jalan Klang Lama (Old Klang Road)	Jalan Klang Lama (Old Klang Road), Kuala Lumpur	RM 748,000(RM 537.36 per sq. ft.)	Condominium | Corner lot  •  Built-up : 1,392 sq. ft.  •  Partly furnished	3	2	2
799	Le Yuan Residence, Happy Garden, Jalan Klang Lama (Old Klang Road)	Jalan Klang Lama (Old Klang Road), Kuala Lumpur	RM 868,000(RM 487.09 per sq. ft.)	Condominium | Corner lot  •  Built-up : 1,782 sq. ft.  •  Partly furnished	3+1	4	2
800	BUKIT BANDARAYA, Bangsar	Bangsar, Kuala Lumpur	RM 4,800,000(RM 1066.67 per sq. ft.)	Bungalow | Intermediate  •  Built-up : 4,500 sq. ft.  •  Partly furnished	5+1	6	6
801	Bujut Indah, Ampang	Ampang, Kuala Lumpur	RM 3,800,000(RM 710.28 per sq. ft.)	Bungalow | Corner lot  •  Built-up : 5,350 sq. ft.  •  Partly furnished	6	5	None
802	Amberhill , Taman Melawati	Taman Melawati, Kuala Lumpur	RM 5,500,000(RM 848.77 per sq. ft.)	Bungalow  •  Built-up : 6,480 sq. ft.	7	7	None
803	Haji Openg, TTDI , Taman Tun Dr Ismail	Taman Tun Dr Ismail, Kuala Lumpur	RM 1,490,000(RM 784.21 per sq. ft.)	1.5-sty Terrace/Link House | Intermediate  •  Built-up : 1,900 sq. ft.  •  Partly furnished	5	3	1
804	Jalan Datuk Sulaiman, Taman Tun Dr Ismail	Taman Tun Dr Ismail, Kuala Lumpur	RM 1,800,000(RM 818.18 per sq. ft.)	2-sty Terrace/Link House | Intermediate  •  Built-up : 2,200 sq. ft.  •  Partly furnished	4+1	3	None
805	Datuk Sulaiman , Taman Tun Dr Ismail	Taman Tun Dr Ismail, Kuala Lumpur	RM 2,530,000(RM 1012 per sq. ft.)	2.5-sty Terrace/Link House  •  Built-up : 2,500 sq. ft.	6	4	None
806	KEMARIS, BANGSAR, Bangsar	Bangsar, Kuala Lumpur	RM 4,500,000(RM 1125 per sq. ft.)	Bungalow | Intermediate  •  Built-up : 4,000 sq. ft.  •  Partly furnished	5+1	4	4
807	SouthLake Terraces, SouthLake, Desa ParkCity, Desa ParkCity	Desa ParkCity, Kuala Lumpur	RM 2,050,000(RM 931.82 per sq. ft.)	2-sty Terrace/Link House | Intermediate  •  Built-up : 2,200 sq. ft.  •  Partly furnished	3+1	4	2
808	Suasana Sentral Loft, KL Sentral	KL Sentral, Kuala Lumpur	RM 1,198,000(RM 775.91 per sq. ft.)	Condominium | Corner lot  •  Built-up : 1,544 sq. ft.  •  Fully furnished	3+1	3	1
809	Bukit Prima Pelangi segambut mont kiara kepong, Segambut	Segambut, Kuala Lumpur	RM 950,000(RM 413.04 per sq. ft.)	2-sty Terrace/Link House  •  Built-up : 2,300 sq. ft.	4	3	4
810	Covillea, Bukit Jalil	Bukit Jalil, Kuala Lumpur	RM 850,000(RM 600.71 per sq. ft.)	Condominium | Corner lot  •  Built-up : 1,415 sq. ft.  •  Partly furnished	3+1	3	2
811	Lavile Kuala Lumpur, Cheras	Cheras, Kuala Lumpur	RM 930,000(RM 874.06 per sq. ft.)	Condominium  •  Built-up : 1,064 sq. ft.  •  Partly furnished	3	2	2
812	Puncak Prima, Sri Hartamas	Sri Hartamas, Kuala Lumpur	RM 638,000(RM 510.4 per sq. ft.)	Condominium  •  Built-up : 1,250 sq. ft.  •  Partly furnished	3	2	1
813	One Menerung, Bukit Bandaraya, Bangsar	Bangsar, Kuala Lumpur	RM 5,300,000(RM 1612.9 per sq. ft.)	Condominium  •  Built-up : 3,286 sq. ft.  •  Fully furnished	3+1	3	3
814	Serai, Bukit Bandaraya, Bangsar	Bangsar, Kuala Lumpur	RM 6,700,000(RM 1664.6 per sq. ft.)	Condominium  •  Built-up : 4,025 sq. ft.	3+1	4	3
815	One Menerung, Bukit Bandaraya, Bangsar	Bangsar, Kuala Lumpur	RM 7,600,000(RM 1455.66 per sq. ft.)	Condominium | Corner lot  •  Built-up : 5,221 sq. ft.	4+1	5	3
816	Happy Garden, Taman Gembira,, Jalan Klang Lama (Old Klang Road)	Jalan Klang Lama (Old Klang Road), Kuala Lumpur	RM 770,000(RM 447.15 per sq. ft.)	2-sty Terrace/Link House | Intermediate  •  Built-up : 1,722 sq. ft.  •  Partly furnished	5	3	4
